item,geo,inception
http://www.wikidata.org/entity/Q17393179,Point(5.98399 51.23195),
http://www.wikidata.org/entity/Q17393186,Point(5.98442 51.23014),
http://www.wikidata.org/entity/Q17393191,Point(5.9602 51.24184),
http://www.wikidata.org/entity/Q17393211,Point(4.27416 51.52151),
http://www.wikidata.org/entity/Q17393259,Point(6.59232 52.55691),
http://www.wikidata.org/entity/Q17393260,Point(6.58111 52.54815),
http://www.wikidata.org/entity/Q17393270,Point(4.30443 52.02661),
http://www.wikidata.org/entity/Q17395136,Point(5.03134 52.04264),
http://www.wikidata.org/entity/Q17395196,Point(5.01323 52.05642),
http://www.wikidata.org/entity/Q17395522,Point(5.65365 52.35419),
http://www.wikidata.org/entity/Q17395523,Point(5.67589 52.3565),
http://www.wikidata.org/entity/Q17395531,Point(4.84701 51.83282),
http://www.wikidata.org/entity/Q17395586,Point(6.62124 53.1384),
http://www.wikidata.org/entity/Q17395727,Point(6.66433 53.12042),
http://www.wikidata.org/entity/Q17397446,Point(4.95708 52.08935),
http://www.wikidata.org/entity/Q17397447,Point(4.94308 52.09567),
http://www.wikidata.org/entity/Q17397457,Point(4.98285 52.07681),
http://www.wikidata.org/entity/Q17397460,Point(4.97463 52.08812),
http://www.wikidata.org/entity/Q17397474,Point(5.87607 52.95711),
http://www.wikidata.org/entity/Q17400165,Point(6.23213 52.77342),
http://www.wikidata.org/entity/Q17400170,Point(6.23291 52.76951),
http://www.wikidata.org/entity/Q17400183,Point(6.2214 52.76651),
http://www.wikidata.org/entity/Q17400184,Point(6.22116 52.76585),
http://www.wikidata.org/entity/Q17400204,Point(4.5839 52.12781),
http://www.wikidata.org/entity/Q17400209,Point(4.61523 52.12926),
http://www.wikidata.org/entity/Q17400211,Point(4.57039 52.09669),
http://www.wikidata.org/entity/Q17400215,Point(5.89914 51.17924),
http://www.wikidata.org/entity/Q17400217,Point(5.89907 51.17917),
http://www.wikidata.org/entity/Q17400225,Point(4.81174 52.65118),
http://www.wikidata.org/entity/Q17400239,Point(6.09058 52.37706),
http://www.wikidata.org/entity/Q17400333,Point(5.95942 52.96775),
http://www.wikidata.org/entity/Q17400364,Point(4.57013 51.82657),
http://www.wikidata.org/entity/Q17401890,Point(6.0034 50.87074),
http://www.wikidata.org/entity/Q17401891,Point(5.99606 50.87839),
http://www.wikidata.org/entity/Q17401892,Point(5.99942 50.87992),
http://www.wikidata.org/entity/Q17401893,Point(5.99976 50.88011),
http://www.wikidata.org/entity/Q17401895,Point(5.92772 50.90366),
http://www.wikidata.org/entity/Q17401907,Point(5.98249 50.90037),
http://www.wikidata.org/entity/Q17401908,Point(5.94981 50.88486),
http://www.wikidata.org/entity/Q17401911,Point(5.96885 50.8714),
http://www.wikidata.org/entity/Q17401914,Point(5.9627 50.88711),
http://www.wikidata.org/entity/Q17401944,Point(6.67185 53.4432),
http://www.wikidata.org/entity/Q17401948,Point(6.70172 53.41915),
http://www.wikidata.org/entity/Q17401949,Point(6.68726 53.42078),
http://www.wikidata.org/entity/Q17401950,Point(6.74122 53.44186),
http://www.wikidata.org/entity/Q17402043,Point(6.45753 52.40806),
http://www.wikidata.org/entity/Q17402078,Point(4.09698 51.84495),
http://www.wikidata.org/entity/Q17402112,Point(5.21704 51.66189),
http://www.wikidata.org/entity/Q17402143,Point(5.40339 52.8826),
http://www.wikidata.org/entity/Q17402159,Point(6.31065 52.05363),
http://www.wikidata.org/entity/Q17402164,Point(6.38333 52.0535),
http://www.wikidata.org/entity/Q17402165,Point(6.38333 52.0535),
http://www.wikidata.org/entity/Q17402168,Point(6.75334 52.24297),
http://www.wikidata.org/entity/Q17402175,Point(6.73772 52.24679),
http://www.wikidata.org/entity/Q17402190,Point(5.59234 53.12802),
http://www.wikidata.org/entity/Q17402209,Point(5.60983 53.16845),
http://www.wikidata.org/entity/Q17402212,Point(5.55424 53.10609),
http://www.wikidata.org/entity/Q17403639,Point(5.14755 51.82001),
http://www.wikidata.org/entity/Q17404451,Point(5.7621 51.95848),
http://www.wikidata.org/entity/Q17404578,Point(5.83932 51.76413),
http://www.wikidata.org/entity/Q17404579,Point(5.86221 51.76986),
http://www.wikidata.org/entity/Q17404925,Point(5.87604 51.27324),
http://www.wikidata.org/entity/Q17404931,Point(5.90671 51.25145),
http://www.wikidata.org/entity/Q17404964,Point(5.0782 51.48279),
http://www.wikidata.org/entity/Q17404966,Point(5.08137 51.48384),
http://www.wikidata.org/entity/Q17405070,Point(5.47417 52.17534),
http://www.wikidata.org/entity/Q17405235,Point(6.47763 52.72069),
http://www.wikidata.org/entity/Q17405270,Point(6.68875 53.18991),
http://www.wikidata.org/entity/Q17405272,Point(6.68496 53.17911),
